1 2 18462.0
1 3 8962.0
1 4 14415.0
1 5 30846.0
1 6 6392.0
1 7 9712.0
1 8 20166.0
1 9 14873.0
1 10 11706.0
1 11 37054.0
1 12 5411.0
1 13 34888.0
1 14 20965.0
1 15 11002.0
1 16 14681.0
1 17 41468.0
1 18 5920.0
1 19 16482.0
1 20 2242.0
1 21 16865.0
1 22 8830.0
1 23 13726.0
1 24 17960.0
1 25 26382.0
1 26 48070.0
1 27 18057.0
1 28 26028.0
1 29 10806.0
1 30 8911.0
1 31 38845.0
1 32 22106.0
1 33 73.0
1 34 8542.0
1 35 19833.0
1 36 45251.0
1 37 4341.0
1 38 200.0
1 39 1403.0
1 40 19178.0
1 41 4609.0
1 42 3113.0
1 43 7701.0
1 44 3193.0
1 45 1414.0
1 46 21030.0
1 47 3451.0
1 48 5947.0
1 49 16510.0
1 50 5116.0
1 51 1512.0
1 52 22542.0
1 53 942.0
1 54 720.0
1 55 479.0
1 56 1556.0
1 57 4530.0
1 58 360.0
1 59 924.0
1 60 1081.0
1 61 18186.0
1 62 8734.0
1 63 2671.0
1 64 1614.0
1 65 1571.0
1 66 3477.0
1 67 3289.0
1 68 123.0
1 69 371.0
1 70 2528.0
2 3 3.0
2 4 173.0
2 5 2152.0
2 6 2356.0
2 7 1122.0
2 8 15565.0
2 9 27929.0
2 10 20602.0
2 11 7655.0
2 12 8434.0
2 13 351.0
2 14 7532.0
2 15 78.0
2 16 26865.0
2 17 14022.0
2 18 31.0
2 19 342.0
2 20 70.0
2 21 137.0
2 22 4702.0
2 23 487.0
2 24 205.0
2 25 792.0
2 26 8120.0
2 27 49.0
2 28 83.0
2 29 9.0
2 30 2898.0
2 31 35709.0
2 32 4538.0
2 34 2485.0
2 35 9193.0
2 36 930.0
2 37 35.0
2 39 1.0
2 40 167.0
2 41 1439.0
2 42 4.0
2 43 307.0
2 44 115.0
2 45 5.0
2 46 930.0
2 47 337.0
2 48 2.0
2 49 1809.0
2 50 1.0
2 51 11.0
2 52 318.0
2 53 6.0
2 54 1.0
2 56 1.0
2 57 893.0
2 59 5.0
2 61 767.0
2 62 4.0
2 63 1.0
2 64 1.0
2 65 221.0
2 66 25.0
2 67 47.0
2 69 1.0
2 70 23.0
3 4 8631.0
3 5 9349.0
3 6 6.0
3 7 169.0
3 8 131.0
3 9 108.0
3 10 83.0
3 11 234.0
3 12 3.0
3 13 2672.0
3 14 3.0
3 15 113.0
3 16 62.0
3 17 389.0
3 18 337.0
3 19 5946.0
3 20 141.0
3 21 4914.0
3 22 1.0
3 23 596.0
3 24 4317.0
3 25 2070.0
3 26 1941.0
3 27 4062.0
3 28 12682.0
3 29 14039.0
3 30 216.0
3 31 395.0
3 32 325.0
3 33 39.0
3 34 255.0
3 35 114.0
3 36 580.0
3 37 4.0
3 38 311.0
3 39 316.0
3 40 775.0
3 41 5.0
3 42 10.0
3 43 1.0
3 44 1.0
3 46 82.0
3 47 2.0
3 48 36.0
